"presetKey","presetKey0","presetKey1","presetKey2","keyName","nameEn","nameTransl","nameTranslLength","nameTranslWarnings","duplicateTranslation","notTranslatedName","termsEn","termsTransl","termsTranslLength","termsTranslWarnings","icon","suggestion","fields","searchable","matchScore","tags0","tags1","tags2","tags3","tags4","tagsLength","addTags0","addTags1","addTags2","addTags3","addTags4","addTagsLength","removeTags0","removeTags1","removeTags2","removeTags3","removeTags4","removeTagsLength","geometryArea","geometryLine","geometryPoint","geometryVertex","geometryRelation","endRec"
"amenity/public_bookcase","amenity","public_bookcase"," ","Public Bookcase","Public Bookcase","Veřejná knihovnička",19," "," "," ","library,bookcrossing","knihovna,knihovnička,knihobudka,budka,miniknihovna,mikroknihovna",64," ","library"," ","name,operator,capacity,website"," "," ","amenity=public_bookcase"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/ranger_station","amenity","ranger_station"," ","Ranger Station","Ranger Station","Návštěvnické centrum",20," "," "," ","visitor center,visitor centre,permit center,permit centre,backcountry office,warden office,warden center","návštěvnické centrum, návštěvní centrum",39," "," "," ","operator,address,building_area,opening_hours"," "," ","amenity=ranger_station"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/recycling","amenity","recycling"," ","Recycling","Recycling","Recyklace",9," "," "," ","can,bottle,garbage,scrap,trash","recyklace,kontejner,recyklační centrum,sběr,sběrna,sběrné suroviny,sběr odpadu,odpad,odpadky,popelnice",102," ","recycling"," ","operator,address,recycling/cans,recycling/glass,recycling/paper,recycling/clothes"," "," ","amenity=recycling"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/register_office","amenity","register_office"," ","Register Office","Register Office","Matriční úřad",13," "," "," ","","matriční úřad,matrika,registr,rejstřík,obecní úřad",50," ","town-hall"," ","address,building_area,opening_hours,operator"," "," ","amenity=register_office"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/restaurant","amenity","restaurant"," ","Restaurant","Restaurant","Restaurace",10," "," "," ","bar,breakfast,cafe,café,canteen,coffee,dine,dining,dinner,drive-in,eat,grill,lunch,table","bar,jídelna,kantýna,bistro,bufet,rychlé občerstvení,fast food,hamburger,restaurace,restaurant,hostinec,pohostinství,krčma,gastronomie,občerstvení,stánek,jídlo,obědy,gril,pizzeria,čína,kebab",189," ","restaurant"," ","cuisine,address,building_area,opening_hours,capacity,takeaway,delivery,smoking"," "," ","amenity=restaurant"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/school","amenity","school"," ","School Grounds","School Grounds","Prostor školy",13," "," "," ","academy,elementary school,middle school,high school","škola,základní škola,střední škola,obecná škola,gymnázium,gymnasium,střední odborná škola,učiliště,odborné učiliště,střední odborné učiliště,školní,školský",155," ","school"," ","operator,address"," "," ","amenity=school"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/shelter","amenity","shelter"," ","Shelter","Shelter","Přístřešek",10," "," "," ","lean-to,gazebo,picnic","přístřešek,střecha,budka,bouda,čekárna",38," "," "," ","shelter_type"," "," ","amenity=shelter"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"amenity/social_facility","amenity","social_facility"," ","Social Facility","Social Facility","Zařízení sociálních služeb",26," "," "," ","","sociální služby,sociální zařízení,sociální pomoc,sociální služba,azylový dům,dům na půl cesty,denní stacionář,nízkoprahové centrum,noclehárna,chudobinec",152," "," "," ","operator,address,building_area,opening_hours,wheelchair,social_facility_for"," "," ","amenity=social_facility"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/social_facility/food_bank","amenity","social_facility","food_bank","Food Bank","Food Bank","Potravinová banka",17," "," "," ","","potravinová banka,zásoby jídla,charita",38," "," "," ","operator,address,building_area,opening_hours,social_facility_for"," "," ","amenity=social_facility","social_facility=food_bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/social_facility/group_home","amenity","social_facility","group_home","Elderly Group Home","Elderly Group Home","Domov pro seniory či jiné skupiny obyvatel",42," "," "," ","old,senior,living","domov pro seniory,domov důchodců,domov pro postižené,sirotčinec",63," "," "," ","operator,address,building_area,opening_hours,wheelchair,social_facility_for"," "," ","amenity=social_facility","social_facility=group_home","social_facility:for=senior"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/social_facility/homeless_shelter","amenity","social_facility","homeless_shelter","Homeless Shelter","Homeless Shelter","Noclehárna pro bezdomovce",25," "," "," ","houseless,unhoused,displaced","bezdomovec,noclehárna,útulek,armáda spásy,naděje,azylový dům",60," "," "," ","operator,address,building_area,opening_hours,wheelchair,social_facility_for"," "," ","amenity=social_facility","social_facility=shelter","social_facility:for=homeless"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/studio","amenity","studio"," ","Studio","Studio","Studio",6," "," "," ","recording,radio,television","studio,nahrávací studio,rozhlasové studio,rádiové studio,radiové studio,televizní studio,filmové studio,trikové studio,dabingové studio",135," ","music"," ","studio_type,address,building_area"," "," ","amenity=studio"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/swimming_pool","amenity","swimming_pool"," ","Swimming Pool","Swimming Pool","Plavecký bazén",14," "," "," ","","koupaliště,bazén,plovárna",25," ","swimming"," "," ",false," ","amenity=swimming_pool"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"amenity/taxi","amenity","taxi"," ","Taxi Stand","Taxi Stand","Stanoviště taxi",15," "," "," ","cab","taxi,taxi stání,drožka",22," ","car"," ","operator,capacity"," "," ","amenity=taxi"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"amenity/telephone","amenity","telephone"," ","Telephone","Telephone","Telefon",7," "," "," ","phone","telefon",7," ","telephone"," "," "," "," ","amenity=telephone"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"amenity/theatre","amenity","theatre"," ","Theater","Theater","Divadlo",7," "," "," ","theatre,performance,play,musical","divadlo,divadelní,představení,muzikál",37," ","theatre"," ","operator,address,building_area"," "," ","amenity=theatre"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/toilets","amenity","toilets"," ","Toilets","Toilets","Záchodky",8," "," "," ","bathroom,restroom,outhouse,privy,head,lavatory,latrine,water closet,WC,W.C.","toalety,toaleta,záchod,záchodky,WC",34," ","toilets"," ","toilets/disposal,operator,building_area,access_toilets"," "," ","amenity=toilets"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"amenity/townhall","amenity","townhall"," ","Town Hall","Town Hall","Radnice",7," "," "," ","village,city,government,courthouse,municipal","radnice,místní správa,obecní správa,obecní úřad",47," ","town-hall"," ","operator,address,building_area"," "," ","amenity=townhall"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/university","amenity","university"," ","University Grounds","University Grounds","Prostor vysoké školy",20," "," "," ","college","vysoká škola,univerzita,universita,vysoké učení",47," ","college"," ","operator,address"," "," ","amenity=university"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/vending_machine","amenity","vending_machine"," ","Vending Machine","Vending Machine","Prodejní automat",16," "," "," ","snack,soda,ticket","automat,prodejní automat",24," "," "," ","vending,operator"," "," ","amenity=vending_machine"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point"," "," ","last"
"amenity/veterinary","amenity","veterinary"," ","Veterinary","Veterinary","Veterina",8," "," "," ","pet clinic,veterinarian,animal hospital,pet doctor","veterina,veterinář,zvíře",24," ","dog-park"," ","operator,address,building_area,opening_hours"," "," ","amenity=veterinary"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/waste_basket","amenity","waste_basket"," ","Waste Basket","Waste Basket","Odpadkový koš",13," "," "," ","rubbish,litter,trash,garbage","popelnice,kontejner,odpadkový koš,odpadky",41," ","waste-basket"," "," "," "," ","amenity=waste_basket"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"area","area"," "," ","Area","Area","Plocha",6," "," "," ","","území,oblast,plocha,prostor",27," "," "," "," "," ",0.1,"area=yes"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"barrier","barrier"," "," ","Barrier","Barrier","Zábrana",7," "," "," ","","zábrana,ohrada,bariéra",22," "," "," ","barrier"," "," ","barrier=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point","vertex"," ","last"
"barrier/block","barrier","block"," ","Block","Block","Masivní blok",12," "," "," ","","betonový blok,beton,zátaras,překážka",36," "," "," ","access"," "," ","barrier=block"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"barrier/bollard","barrier","bollard"," ","Bollard","Bollard","Sloupek",7," "," "," ","","patník,sloupek",14," "," "," ","access"," "," ","barrier=bollard"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line","point","vertex"," ","last"
"barrier/cattle_grid","barrier","cattle_grid"," ","Cattle Grid","Cattle Grid","Přejezdový rošt",15," "," "," ","","Mříž proti pohybu dobytka,mříž,příkop,krávy",43," "," "," "," "," "," ","barrier=cattle_grid"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"barrier/city_wall","barrier","city_wall"," ","City Wall","City Wall","Hradby",6," "," "," ","","hradby",6," "," "," "," "," "," ","barrier=city_wall"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"barrier/cycle_barrier","barrier","cycle_barrier"," ","Cycle Barrier","Cycle Barrier","Zábrana proti kolům",19," "," "," ","","zábrana pro cyklisty",20," "," "," ","access"," "," ","barrier=cycle_barrier"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"barrier/ditch","barrier","ditch"," ","Ditch","Ditch","Příkop",6," ","duplicate"," ","","příkop,járek,jáma,strouha,škarpa,stoka",38," "," "," "," "," "," ","barrier=ditch"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"barrier/entrance","barrier","entrance"," ","Entrance","Entrance","Vchod/východ",12," "," "," ","","vchod,východ,vjezd,výjezd,vlez,výlez,vstup",42," ","entrance"," "," ",false," ","barrier=entrance"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"barrier/fence","barrier","fence"," ","Fence","Fence","Plot",4," "," "," ","","plot,oplocení",13," "," "," "," "," "," ","barrier=fence"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"barrier/gate","barrier","gate"," ","Gate","Gate","Brána",5," "," "," ","","brána",5," "," "," ","access"," "," ","barrier=gate"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line","point","vertex"," ","last"
"barrier/hedge","barrier","hedge"," ","Hedge","Hedge","Živý plot",9," "," "," ","","živý plot,keříky,křoví,okrasný plot",35," "," "," "," "," "," ","barrier=hedge"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"barrier/kissing_gate","barrier","kissing_gate"," ","Kissing Gate","Kissing Gate","Turniket",8," "," "," ","","Zábrana pro dobytek,krávy",25," "," "," ","access"," "," ","barrier=kissing_gate"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"barrier/lift_gate","barrier","lift_gate"," ","Lift Gate","Lift Gate","Závora",6," "," "," ","","závora",6," "," "," ","access"," "," ","barrier=lift_gate"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"barrier/retaining_wall","barrier","retaining_wall"," ","Retaining Wall","Retaining Wall","Opěrná zeď",10," "," "," ","","opěrná zeď",10," "," "," "," "," "," ","barrier=retaining_wall"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"barrier/stile","barrier","stile"," ","Stile","Stile","Schůdky přes ohradu",19," "," "," ","","schůdky,žebřík",14," "," "," ","access"," "," ","barrier=stile"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"barrier/toll_booth","barrier","toll_booth"," ","Toll Booth","Toll Booth","Mýtná brána",11," "," "," ","","budka pro výběr mýta,mýtnice,výběr mýta,mýto,myto,poplatek,vstupné,kasa,pokladna",80," "," "," ","access"," "," ","barrier=toll_booth"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"barrier/wall","barrier","wall"," ","Wall","Wall","Zeď",3," "," "," ","","zděný plot, zeď",15," "," "," "," "," "," ","barrier=wall"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"boundary/administrative","boundary","administrative"," ","Administrative Boundary","Administrative Boundary","Administrativní hranice",23," ","duplicate"," ","","administrativní hranice,stát,kraj,okres",39," "," "," ","admin_level"," "," ","boundary=administrative"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"building","building"," "," ","Building","Building","Budova",6," "," "," ","","budova",6," ","building"," ","building,levels,address"," "," ","building=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"building/apartments","building","apartments"," ","Apartments","Apartments","Bytový dům",10," "," "," ","","bytovka,bytový dům,obytná budova,panelák,věžák,barák,činžák,činžovní dům",72," ","commercial"," ","address,levels"," "," ","building=apartments"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"building/barn","building","barn"," ","Barn","Barn","Stodola",7," "," "," ","","stodola,seník,sýpka",19," ","building"," ","address,levels"," "," ","building=barn"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"building/bunker","building","bunker"," ","Bunker","Bunker","Bunkr",5," "," "," ","","bunkr,opevnění,srub,řopík",25," "," "," ","address,levels",false," ","building=bunker"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"building/cabin","building","cabin"," ","Cabin","Cabin","Dřevěná stavba",14," "," "," ","","chata,chalupa,srub,roubenka,chatrč,roubená stavba,dřevěná stavba",64," ","building"," ","address,levels"," "," ","building=cabin"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"building/cathedral","building","cathedral"," ","Cathedral","Cathedral","Katedrála",9," "," "," ","","katedrála,kostel,biskup,diecéze",31," ","place-of-worship"," ","address,levels"," "," ","building=cathedral"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"building/chapel","building","chapel"," ","Chapel","Chapel","Kaple",5," "," "," ","","kaple,kaplička,babtisterium,karner,modlitebna,kostel",52," ","place-of-worship"," ","address,levels"," "," ","building=chapel"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"building/church","building","church"," ","Church","Church","Kostel",6," ","duplicate"," ","","kostel,chrám,bazilika,rotunda,megakostel",40," ","place-of-worship"," ","address,levels"," "," ","building=church"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"building/college","building","college"," ","College Building","College Building","Budova vyšší odborné školy/college",34," "," "," ","university","vyšší odborná škola,college,terciární vzdělávání,pomaturitní studium",68," ","building"," ","address,levels"," "," ","building=college"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
